rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
85,Shopee 4.4 Mega Shopping Day,7091446,100.0 M,4.56,51196.4,6.8,0.0,GAME FAMILY,5762191,566734,185365,119355,457798,False
86,Ludo King™,7048207,500.0 M,4.28,1.9,3.5,0.0,GAME FAMILY,5000168,740371,358940,193765,754961,False
87,B612 - Best Free Camera & Photo/Video Editor,7030830,500.0 M,4.31,0.5,1.0,0.0,GAME FAMILY,4991761,743987,432107,216348,646625,False
88,Geometry Dash Lite,6894310,100.0 M,4.27,0.4,0.8,0.0,GAME FAMILY,4760684,819476,429111,182500,702537,False
89,Plants vs Zombies™ 2 Free,6886372,100.0 M,4.39,0.5,1.1,0.0,GAME FAMILY,5078987,736172,336369,159939,574903,False
90,Score! Hero,6779161,100.0 M,4.19,0.4,0.9,0.0,GAME FAMILY,4480503,844263,462636,219496,772261,False
91,imo free video calls and chat,6770705,500.0 M,4.13,1.0,1.8,0.0,GAME FAMILY,4628870,528776,412973,275232,924851,False
92,Real Racing 3,6618421,100.0 M,4.32,0.3,0.6,0.0,GAME FAMILY,4705375,785431,316180,163679,647754,False
93,"Avast Antivirus – Scan & Remove Virus, Cleaner",6509428,100.0 M,4.68,0.5,1.0,0.0,GAME FAMILY,5264896,799486,210912,60578,173553,False
94,slither.io,6475640,100.0 M,4.07,0.4,1.0,0.0,GAME FAMILY,4089508,765605,486813,250455,883255,False
95,"Amazon Shopping, UPI, Money Transfer, Bill Payment",6409029,100.0 M,4.16,2.5,3.3,0.0,GAME FAMILY,4128939,932233,379031,172349,796474,False
96,"Grab - Transport, Food Delivery, Payments",6384266,100.0 M,4.45,1.3,2.5,0.0,GAME FAMILY,4926549,578920,223950,120459,534385,False
97,Currents,6353361,1000.0 M,4.04,0.0,0.1,0.0,GAME FAMILY,4030023,655998,473564,259498,934276,False
98,Lords Mobile: Kingdom Wars,6282716,100.0 M,4.33,1.9,4.6,0.0,GAME FAMILY,4452865,759462,355241,139087,576059,False
99,Retrica - The Original Filter Camera,6209786,100.0 M,4.37,0.0,0.0,0.0,GAME FAMILY,4511408,663248,369103,152432,513593,False
100,Gangstar Vegas: World of Crime,6203689,100.0 M,4.3,0.5,1.1,0.0,GAME FAMILY,4466149,597997,313912,165629,660000,False
1,Tiles Hop: EDM Rush!,2280709,100.0 M,4.31,4.0,9.3,0.0,GAME MUSIC,1657744,206783,119112,70162,226906,False
2,Magic Tiles 3,2246262,100.0 M,4.13,3.1,6.6,0.0,GAME MUSIC,1508894,209730,143330,85550,298755,False
3,My Singing Monsters,1353138,10.0 M,4.6,0.3,0.7,0.0,GAME MUSIC,1089404,129231,50394,21723,62384,False
4,Piano Free - Keyboard with Magic Tiles Music Games,1272670,100.0 M,4.09,0.4,0.9,0.0,GAME MUSIC,856088,112720,67624,35566,200669,False
5,Just Dance Now,1083655,10.0 M,3.89,0.5,1.2,0.0,GAME MUSIC,636480,121675,81459,52725,191313,False
6,Dream Piano - Music Game,660119,50.0 M,4.43,0.2,0.5,0.0,GAME MUSIC,494049,66399,35831,17337,46499,False
7,Rock Hero,639715,50.0 M,4.22,0.0,0.1,0.0,GAME MUSIC,417024,83532,63936,16283,58937,False
8,Dancing Road: Color Ball Run!,636362,100.0 M,4.08,2.7,7.5,0.0,GAME MUSIC,413438,64995,42566,27709,87651,False
9,"Real Guitar Free - Chords, Tabs & Simulator Games",604697,50.0 M,3.76,0.4,0.9,0.0,GAME MUSIC,345647,57138,43941,24981,132988,False
10,Cytus,570211,5.0 M,4.58,0.1,0.2,0.0,GAME MUSIC,463716,47774,17694,9966,31059,False
11,DEEMO,551373,5.0 M,4.65,0.1,0.3,0.0,GAME MUSIC,460854,43281,16062,7751,23423,False
12,SongPop,403138,10.0 M,4.36,0.0,0.0,0.0,GAME MUSIC,278623,59735,23680,12184,28913,False
13,Piano Kids - Music & Songs,374680,100.0 M,4.37,4.4,9.5,0.0,GAME MUSIC,278773,34133,16966,10812,33993,False
14,Piano Music Go 2020: EDM Piano Games,374105,50.0 M,4.37,2.1,4.9,0.0,GAME MUSIC,275763,36288,19470,10782,31799,False
15,Music Hero - Rhythm Beat Tap,372544,10.0 M,4.1,0.0,0.0,0.0,GAME MUSIC,225397,54149,37918,16849,38228,False
16,Real Piano Teacher,362215,10.0 M,4.5,0.2,0.9,0.0,GAME MUSIC,292934,20624,13557,7187,27911,False
17,Beat Blade: Dash Dance,299581,10.0 M,4.19,3.2,6.7,0.0,GAME MUSIC,193501,41592,23143,11373,29971,False
18,Beat Fire - EDM Music & Gun Sounds,282811,10.0 M,4.42,3.0,7.0,0.0,GAME MUSIC,214693,24606,14314,7400,21795,False
19,Sonic Cat - Slash the Beats,264177,10.0 M,4.67,1.9,5.8,0.0,GAME MUSIC,227601,14388,6639,3279,12268,False
20,Drum Set Music Games & Drums Kit Simulator,251604,10.0 M,3.66,0.6,1.2,0.0,GAME MUSIC,141255,21716,15483,8830,64319,False
21,BEAT MP3 - Rhythm Game,239614,10.0 M,3.98,0.0,0.0,0.0,GAME MUSIC,135664,33533,30275,10115,30025,False
22,Dancing Ballz: Magic Dance Line Tiles Game,238331,10.0 M,4.21,0.4,1.0,0.0,GAME MUSIC,161608,25222,17428,9167,24904,False
23,Guitar Band Battle,235158,10.0 M,4.14,0.7,1.6,0.0,GAME MUSIC,146292,36227,18243,8414,25980,False
24,AVATAR MUSIK - Music and Dance Game,229838,5.0 M,3.95,0.1,0.3,0.0,GAME MUSIC,150988,15398,10974,6830,45646,False
25,Music Racer,216204,5.0 M,4.12,0.7,1.7,0.0,GAME MUSIC,141765,22948,14150,9437,27901,False
26,BEAT MP3 2.0 - Rhythm Game,208037,10.0 M,4.1,0.0,0.1,0.0,GAME MUSIC,125227,30694,21789,7716,22608,False
27,SuperStar SMTOWN,198615,5.0 M,4.21,0.9,1.7,0.0,GAME MUSIC,133295,24059,12299,6858,22102,False
28,Dot n Beat - Magic Music Game,189141,10.0 M,4.4,0.0,0.3,0.0,GAME MUSIC,144623,14306,8681,4575,16953,False
29,Piano Games - Free Music Piano Challenge 2020,165807,10.0 M,3.71,0.2,0.5,0.0,GAME MUSIC,90329,17684,12946,9136,35708,False
30,Hop Ball 3D: Dancing Ball on the Music Tiles,159233,50.0 M,4.03,2.1,5.1,0.0,GAME MUSIC,102229,15653,10302,6655,24391,False
31,Beat Craft,157011,5.0 M,4.41,1.0,2.3,0.0,GAME MUSIC,112496,21245,9078,3736,10453,False
32,"Give It Up! - Jump to the Beat, Follow the Music!",150967,5.0 M,4.27,0.0,0.0,0.0,GAME MUSIC,103071,19294,9930,4126,14543,False
33,One More Line,149646,5.0 M,4.01,0.0,0.0,0.0,GAME MUSIC,85791,23965,13835,7282,18770,False
34,Tap Tap Music-Pop Songs,138467,10.0 M,4.2,0.2,0.5,0.0,GAME MUSIC,96074,12564,7795,5416,16616,False
35,SongPop 2 - Guess The Song,138031,5.0 M,3.83,0.2,0.6,0.0,GAME MUSIC,74593,19075,13053,8279,23030,False
36,My Singing Monsters: Dawn of Fire,129382,1.0 M,4.56,0.5,1.1,0.0,GAME MUSIC,101443,13994,5559,2315,6068,False
37,Smash Colors 3D - Free Beat Color Rhythm Ball Game,127075,10.0 M,4.45,19.5,69.3,0.0,GAME MUSIC,98709,9621,5679,3233,9831,False
38,バンドリ！ ガールズバンドパーティ！,126028,1.0 M,4.37,0.8,1.3,0.0,GAME MUSIC,88931,16859,7224,3347,9665,False
39,Real Piano,125890,50.0 M,3.97,4.8,10.9,0.0,GAME MUSIC,79805,10312,8930,6098,20743,False
40,Dot n Beat - Test your hand speed,123392,10.0 M,3.96,0.9,2.4,0.0,GAME MUSIC,74005,13612,10826,6381,18566,False
41,Piano Magic Tiles Hot song - Free Piano Game,117454,10.0 M,4.44,3.5,8.8,0.0,GAME MUSIC,89710,10233,5935,2948,8625,False
42,Rhythm Hive,116128,1.0 M,4.73,36.0,0.0,0.0,GAME MUSIC,97822,11107,3910,1236,2050,False
43,Helix Crush,112497,10.0 M,4.13,1.1,2.6,0.0,GAME MUSIC,75413,10457,6898,4794,14933,False
44,Piano Solo - Magic Dream tiles game 4,112418,10.0 M,3.68,0.2,0.6,0.0,GAME MUSIC,59237,12422,9924,6791,24042,False
45,Magic Twist: Twister Music Ball Game,110650,10.0 M,4.21,0.7,1.9,0.0,GAME MUSIC,76944,9972,6905,3977,12850,False
46,Cytus II,109687,1.0 M,4.59,1.0,2.2,1.99,GAME MUSIC,86420,12246,4534,1999,4484,True
47,Just Dance Controller,106890,10.0 M,3.69,0.8,1.8,0.0,GAME MUSIC,58503,11196,7407,5028,24753,False
48,VOEZ,106670,1.0 M,4.21,0.4,0.8,0.0,GAME MUSIC,68238,16437,8053,3847,10092,False
49,ラブライブ！スクールアイドルフェスティバル（スクフェス） - 大人気リズムゲーム,105886,1.0 M,4.29,0.0,0.1,0.0,GAME MUSIC,73633,12237,6638,3819,9557,False
50,Au Mobile VTC – Game nhảy Audition,103881,5.0 M,3.09,0.1,0.3,0.0,GAME MUSIC,44324,6906,6996,5536,40117,False
51,UniPad,101978,5.0 M,4.08,0.1,0.2,0.0,GAME MUSIC,66375,10573,6733,3431,14863,False
52,TunesHolic,99102,1.0 M,4.44,0.0,0.0,0.0,GAME MUSIC,67064,18868,6799,2159,4209,False
53,BanG Dream! Girls Band Party!,97862,1.0 M,4.57,2.1,3.5,0.0,GAME MUSIC,77442,10054,3814,1797,4752,False
54,Piano Game Classic - Challenge Music Song,97582,10.0 M,4.36,10.1,24.9,0.0,GAME MUSIC,71387,9631,5543,2563,8456,False
55,Drum set,97334,10.0 M,4.24,0.0,0.0,0.0,GAME MUSIC,64373,12251,8926,3554,8227,False
56,Piano Magic Tiles Pop Music 2,92037,10.0 M,4.12,2.4,5.6,0.0,GAME MUSIC,61225,9038,5761,3645,12366,False
57,Piano Master 2,86709,10.0 M,4.19,0.0,0.0,0.0,GAME MUSIC,56157,12078,6433,3226,8811,False
58,SuperStar JYPNATION,84491,1.0 M,4.24,2.0,3.2,0.0,GAME MUSIC,57200,10366,5288,2958,8677,False
59,Piano - Play & Learn Music,83998,10.0 M,3.87,2.2,4.8,0.0,GAME MUSIC,51746,6528,5222,3986,16514,False
60,Arcaea - New Dimension Rhythm Game,82931,1.0 M,4.73,5.0,11.7,0.0,GAME MUSIC,69244,9081,2391,734,1478,False
61,Piano Games Mini: Music Instrument & Rhythm,81818,10.0 M,4.3,1.0,2.6,0.0,GAME MUSIC,59728,6698,4096,2492,8801,False
62,LIT killah: The Game,79106,1.0 M,4.49,2.0,5.0,0.0,GAME MUSIC,61861,7048,2761,1702,5731,False
63,Rock vs Guitar Legends 2017 HD,71018,5.0 M,3.81,0.1,0.1,0.0,GAME MUSIC,37310,8913,10270,2974,11548,False
64,Love Live! School idol festival - 音樂節奏遊戲,71013,1.0 M,4.36,0.0,0.0,0.0,GAME MUSIC,51360,7677,4178,1849,5947,False
65,Beat Bop: Pop Star Clicker,69141,100.0 k,4.52,0.1,0.1,0.0,GAME MUSIC,51188,9066,5367,1039,2478,False
66,Don't Forget the Lyrics,67291,5.0 M,4.07,1.6,3.9,0.0,GAME MUSIC,39263,11047,6480,3409,7089,False
67,アイドルマスター シンデレラガールズ スターライトステージ,64974,1.0 M,4.32,0.2,0.6,0.0,GAME MUSIC,44927,8420,4334,2077,5213,False
68,6ix9ine Runner,64650,5.0 M,4.52,2.3,7.0,0.0,GAME MUSIC,52372,4367,1969,1074,4865,False
69,Drum kit (Drums) free,60776,10.0 M,4.07,0.1,0.2,0.0,GAME MUSIC,38339,6594,5467,2404,7971,False
70,Marshmello Music Dance,60332,10.0 M,4.51,4.0,10.4,0.0,GAME MUSIC,48922,3626,1858,1188,4735,False
71,Tebak Lagu Indonesia,56970,1.0 M,4.07,0.0,0.0,0.0,GAME MUSIC,31299,9252,9671,2455,4291,False
72,Lost in Harmony,55936,1.0 M,4.61,0.2,0.4,0.0,GAME MUSIC,45276,5129,2099,1069,2359,False
73,SHOW BY ROCK!![爽快音ゲー ショウバイロック］,55378,500.0 k,4.3,0.0,0.0,0.0,GAME MUSIC,30665,15762,5483,1748,1718,False
74,Beat Racer,54756,1.0 M,4.13,0.3,0.6,0.0,GAME MUSIC,34534,7296,4717,1929,6277,False
75,Real Piano Teacher 2,54530,1.0 M,4.3,1.0,2.5,0.0,GAME MUSIC,36769,7367,4612,1807,3973,False
76,AyoDance Mobile,53622,1.0 M,3.55,0.2,0.8,0.0,GAME MUSIC,28645,3748,4107,2861,14257,False
77,Piano Fire - EDM Music & New Rhythm,53605,5.0 M,4.61,63.4,325.8,0.0,GAME MUSIC,44877,3246,1772,934,2774,False
78,Rock Hero 2,52640,5.0 M,3.96,0.3,0.6,0.0,GAME MUSIC,31400,6733,3766,2287,8451,False
79,Popscene (Music Industry Sim),52534,1.0 M,3.69,0.5,0.9,0.0,GAME MUSIC,27071,6485,5016,3357,10602,False
80,Beat Jumper: EDM up!,51509,10.0 M,4.31,2.7,6.1,0.0,GAME MUSIC,36346,5533,3525,1648,4454,False
81,BeatEVO YG,50085,1.0 M,3.39,0.0,0.1,0.0,GAME MUSIC,22571,4851,4981,4751,12928,False
82,PianoTiles 3,47537,5.0 M,3.75,3.7,9.6,0.0,GAME MUSIC,26346,5156,3451,2760,9820,False
83,FaceDance Challenge!,47417,1.0 M,4.19,0.0,0.0,0.0,GAME MUSIC,31983,5204,3240,1166,5822,False
84,アイドリッシュセブン,47105,500.0 k,4.64,0.2,0.4,0.0,GAME MUSIC,37904,5010,1980,780,1430,False
85,Opsu!(Beatmap player for Android),45177,1.0 M,3.61,4.1,7.7,0.0,GAME MUSIC,21898,6079,4649,2569,9979,False
86,Mini Piano,45012,5.0 M,3.53,0.0,0.0,0.0,GAME MUSIC,22296,4339,4409,2816,11148,False
87,Au 2 - Chuẩn Audition Mobile,44633,1.0 M,4.29,4.1,5.6,0.0,GAME MUSIC,33434,2851,1774,1047,5524,False
88,SuperStar YG,43394,500.0 k,4.44,3.3,13.6,0.0,GAME MUSIC,32787,4295,2074,1183,3052,False
89,YASUHATI / With your voice!,43297,5.0 M,4.17,0.2,0.6,0.0,GAME MUSIC,28794,4600,3320,1570,5010,False
90,AVATAR MUSIK INDONESIA - Social Dancing Game,43277,1.0 M,3.68,0.2,0.5,0.0,GAME MUSIC,25097,2845,2505,1996,10831,False
91,Happy Piano - Touch Music,42710,1.0 M,4.41,0.1,0.1,0.0,GAME MUSIC,31760,3990,2750,1070,3140,False
92,더뮤지션,42593,1.0 M,4.32,0.2,0.4,0.0,GAME MUSIC,29027,5989,3044,1137,3393,False
93,Beat Shooter,41723,5.0 M,4.37,1.3,3.6,0.0,GAME MUSIC,31522,3064,2036,1107,3993,False
94,Color Hop 3D - Music Game,40982,10.0 M,4.04,6.9,16.9,0.0,GAME MUSIC,27292,3034,2254,1902,6498,False
95,Piano,40875,5.0 M,3.92,0.0,0.1,0.0,GAME MUSIC,24854,3647,3467,1878,7025,False
96,Viet Piano Tiles New 2020,40385,1.0 M,4.49,0.9,3.0,0.0,GAME MUSIC,31138,4108,1699,719,2718,False
97,Anime Tiles: Piano Music,40374,1.0 M,3.91,3.4,8.6,0.0,GAME MUSIC,22255,6109,4046,2192,5770,False
98,Project: Muse,40251,1.0 M,4.22,1.2,2.8,0.0,GAME MUSIC,25051,6799,3638,1779,2982,False
99,Pink Piano,38740,10.0 M,4.0,2.2,5.8,0.0,GAME MUSIC,25454,2674,2309,1579,6721,False
100,Beat Blader 3D: Dash and Slash!,38238,10.0 M,4.0,7.8,15.7,0.0,GAME MUSIC,24165,3453,2887,1756,5974,False
1,Fishdom,4739196,100.0 M,4.39,1.9,3.1,0.0,GAME PUZZLE,3553379,426229,221763,116589,421233,False
2,Brain Out – Can you pass it?,4312464,100.0 M,4.42,1.6,4.7,0.0,GAME PUZZLE,3260328,401449,203815,98718,348153,False
3,Toon Blast,3160720,50.0 M,4.63,0.9,2.0,0.0,GAME PUZZLE,2489112,387144,150699,39765,93998,False
4,Toy Blast,2902462,50.0 M,4.59,0.6,1.4,0.0,GAME PUZZLE,2247369,364429,146159,43313,101190,False
5,Cut the Rope FULL FREE,2551759,100.0 M,4.51,0.4,0.7,0.0,GAME PUZZLE,1937701,299034,128914,50254,135853,False
6,Bubble Witch 3 Saga,2495714,50.0 M,4.58,0.5,1.0,0.0,GAME PUZZLE,1906144,353332,110005,36156,90075,False
7,Cut the Rope 2,2296724,100.0 M,4.59,0.1,0.2,0.0,GAME PUZZLE,1810041,255201,102410,32910,96160,False
8,Where's My Water? 2,2139930,100.0 M,4.21,0.4,1.0,0.0,GAME PUZZLE,1458332,222784,145097,73342,240373,False
9,Empires & Puzzles: Epic Match 3,2074052,50.0 M,4.22,0.9,2.1,0.0,GAME PUZZLE,1417867,226409,127046,72836,229891,False
10,Pixel Art: Color by Number,2015215,100.0 M,4.49,1.5,2.9,0.0,GAME PUZZLE,1528095,228201,99425,42237,117255,False
11,Matchington Mansion,1906447,50.0 M,4.42,1.2,2.8,0.0,GAME PUZZLE,1364427,260791,114971,48376,117879,False
12,Disney Frozen Free Fall - Play Frozen Puzzle Games,1709817,50.0 M,4.54,0.1,0.3,0.0,GAME PUZZLE,1267117,259513,86314,27841,69029,False
13,Sudoku.com - Free Sudoku,1665667,50.0 M,4.59,1.2,2.7,0.0,GAME PUZZLE,1224129,303544,78602,16851,42538,False
14,ضربة معلم - لعبة الغاز مسلية,1654125,10.0 M,4.61,1.7,3.5,0.0,GAME PUZZLE,1378829,98456,66575,30993,79269,False
15,Candy Crush Jelly Saga,1634573,100.0 M,4.49,0.6,1.3,0.0,GAME PUZZLE,1186794,242888,99069,30809,75009,False
16,Roll the Ball® - slide puzzle,1558523,100.0 M,4.22,0.1,0.2,0.0,GAME PUZZLE,994549,244162,125733,50015,144061,False
17,Block Puzzle Jewel,1520129,100.0 M,4.27,1.1,2.4,0.0,GAME PUZZLE,1035047,188494,105546,49744,141296,False
18,Flow Free,1443492,100.0 M,4.37,0.4,0.9,0.0,GAME PUZZLE,1015017,193879,90394,40346,103853,False
19,Sand Balls - Puzzle Game,1377821,100.0 M,4.2,0.8,1.8,0.0,GAME PUZZLE,931644,146807,90978,54092,154298,False
20,2048 Number puzzle game,1361565,10.0 M,4.31,0.2,0.3,0.0,GAME PUZZLE,873808,252151,104110,49140,82353,False
21,Escape Titanic,1265114,10.0 M,4.48,0.0,0.0,0.0,GAME PUZZLE,981074,108621,62945,22538,89934,False
22,Bad Piggies,1229277,50.0 M,4.4,0.1,0.3,0.0,GAME PUZZLE,905567,130712,70563,25025,97407,False
23,LINE：ディズニー ツムツム,1196438,10.0 M,3.88,0.1,0.2,0.0,GAME PUZZLE,568362,260780,162755,60732,143807,False
24,Manor Cafe,1187816,10.0 M,4.56,1.3,3.1,0.0,GAME PUZZLE,884715,176502,68220,18276,40100,False
25,LINE Pokopang - POKOTA's puzzle swiping game!,1165701,10.0 M,4.01,0.0,0.0,0.0,GAME PUZZLE,621573,223406,150890,49824,120005,False
26,Bubble Shooter: Panda Pop!,1154770,50.0 M,4.55,0.3,0.6,0.0,GAME PUZZLE,875306,158160,54566,19406,47329,False
27,Merge Dragons!,1134803,10.0 M,4.47,1.5,3.7,0.0,GAME PUZZLE,789937,207296,67673,20953,48942,False
28,Cut the Rope: Time Travel,1108573,50.0 M,4.6,0.1,0.2,0.0,GAME PUZZLE,886434,115909,44028,13906,48293,False
29,Cookie Jam™ Match 3 Games | Connect 3 or More,1094743,50.0 M,4.52,0.4,0.8,0.0,GAME PUZZLE,784933,192695,59435,19539,38139,False
30,Jellipop Match-Decorate your dream island！,1037775,10.0 M,4.43,0.0,0.0,0.0,GAME PUZZLE,748309,135461,64518,25985,63499,False
31,Lily’s Garden,1023370,10.0 M,4.63,2.4,6.6,0.0,GAME PUZZLE,819617,113083,42295,16515,31858,False
32,애니팡2,1000388,10.0 M,3.94,0.0,0.0,0.0,GAME PUZZLE,515548,199202,118459,46506,120671,False
33,Indy Cat for VK,999159,5.0 M,4.87,0.0,0.0,0.0,GAME PUZZLE,932203,35588,10645,5257,15464,False
34,Jigsaw Puzzles - Puzzle Game,991252,10.0 M,4.55,2.3,6.8,0.0,GAME PUZZLE,695075,200702,60926,12341,22205,False
35,Can You Escape,975342,10.0 M,4.34,0.0,0.0,0.0,GAME PUZZLE,611953,208644,82458,17866,54419,False
36,Happy Glass,952407,100.0 M,3.91,0.9,1.8,0.0,GAME PUZZLE,564328,100147,79178,51830,156923,False
37,Tower of Saviors,937315,10.0 M,4.08,0.2,0.3,0.0,GAME PUZZLE,617587,100653,47816,20748,150509,False
38,Shoot Bubble Deluxe,923937,100.0 M,4.47,0.0,0.1,0.0,GAME PUZZLE,691288,101760,57007,19062,54818,False
39,Two Dots,918824,10.0 M,4.39,1.2,2.2,0.0,GAME PUZZLE,624787,163218,54136,20919,55761,False
40,Pirate Treasures - Gems Puzzle,879352,50.0 M,4.49,0.4,0.7,0.0,GAME PUZZLE,673470,95439,35498,17679,57263,False
41,Bad Piggies HD,835522,50.0 M,4.29,0.2,0.4,0.0,GAME PUZZLE,581915,95754,56465,24098,77288,False
42,Doodle Alchemy,816560,10.0 M,4.61,0.3,0.5,0.0,GAME PUZZLE,631387,107975,42912,12124,22160,False
43,Escape game : 50 rooms 1,734164,10.0 M,4.4,1.4,3.1,0.0,GAME PUZZLE,500284,120358,55863,18830,38826,False
44,∞ Infinity Loop ®,725404,10.0 M,4.63,0.6,1.5,0.0,GAME PUZZLE,573111,92545,27398,9749,22598,False
45,Jigty Jigsaw Puzzles,721115,10.0 M,4.64,0.0,0.0,0.0,GAME PUZZLE,601000,52795,26861,8913,31543,False
46,Unblock Me FREE,701376,50.0 M,4.53,0.0,0.1,0.0,GAME PUZZLE,540526,78001,35403,12420,35023,False
47,Bubble Blast 2,699296,10.0 M,4.36,0.0,0.0,0.0,GAME PUZZLE,458377,129816,50961,23169,36970,False
48,Mouse,685372,10.0 M,4.4,0.0,0.0,0.0,GAME PUZZLE,463017,121000,48410,20015,32929,False
49,Unblock Ball - Block Puzzle,681696,100.0 M,4.27,1.2,3.5,0.0,GAME PUZZLE,458526,89174,52942,21978,59075,False
50,Inside Out Thought Bubbles,672821,10.0 M,4.47,0.1,0.2,0.0,GAME PUZZLE,501074,79875,36484,16782,38603,False
51,MonsterBusters: Match 3 Puzzle,669595,10.0 M,4.7,0.0,0.1,0.0,GAME PUZZLE,535532,95459,22596,5112,10893,False
52,Love Balls,658103,100.0 M,4.11,0.3,0.8,0.0,GAME PUZZLE,419206,77469,53294,30594,77538,False
53,LINE Bubble 2,641556,10.0 M,4.17,0.3,0.4,0.0,GAME PUZZLE,389169,106789,68161,21437,55998,False
54,Mr Bullet - Spy Puzzles,635253,100.0 M,4.2,1.2,3.0,0.0,GAME PUZZLE,428671,68956,43150,23603,70870,False
55,Sudoku - Free Classic Sudoku Puzzles,619976,10.0 M,4.63,5.9,11.9,0.0,GAME PUZZLE,458341,116464,30103,5008,10057,False
56,Magic Jigsaw Puzzles - Puzzle Games,601215,50.0 M,4.66,2.6,5.6,0.0,GAME PUZZLE,497049,54452,18969,8531,22212,False
57,Mazes & More,599770,50.0 M,4.21,0.9,2.0,0.0,GAME PUZZLE,400059,72587,43610,22579,60932,False
58,Brain Dots,598654,10.0 M,4.13,0.1,0.2,0.0,GAME PUZZLE,371580,90333,45956,22068,68714,False
59,Matches Puzzle Game,594008,10.0 M,4.46,0.1,0.3,0.0,GAME PUZZLE,410616,105829,40728,11222,25611,False
60,パズル＆ドラゴンズ(Puzzle & Dragons),592951,10.0 M,3.88,0.2,0.4,0.0,GAME PUZZLE,333244,78647,55840,26658,98560,False
61,Sudoku,582899,10.0 M,4.72,0.1,0.2,0.0,GAME PUZZLE,457223,106444,10094,2599,6537,False
62,Marble Legend,571518,50.0 M,4.29,0.0,0.0,0.0,GAME PUZZLE,383781,73625,55331,16114,42665,False
63,Hello Stars,570689,50.0 M,4.32,0.0,0.0,0.0,GAME PUZZLE,420682,43023,30836,18829,57317,False
64,Wood Block Puzzle,563915,50.0 M,4.41,0.2,0.4,0.0,GAME PUZZLE,428758,45640,29153,15509,44852,False
65,Block! Hexa Puzzle™,546256,50.0 M,3.93,0.1,0.3,0.0,GAME PUZZLE,299841,90904,48993,28856,77659,False
66,Cut the Rope: Experiments,539914,50.0 M,4.34,0.0,0.0,0.0,GAME PUZZLE,387813,56164,34373,15345,46216,False
67,Easy Game - Brain Test and Tricky Mind Puzzles,533693,10.0 M,4.34,1.4,3.6,0.0,GAME PUZZLE,373677,70033,32440,15023,42518,False
68,Sweet Fruit Candy,529649,50.0 M,4.39,1.3,2.6,0.0,GAME PUZZLE,372984,71504,36755,13356,35048,False
69,Escape the Mansion,528440,5.0 M,4.52,0.1,0.2,0.0,GAME PUZZLE,374105,91654,41359,8185,13133,False
70,House Paint,526009,50.0 M,4.18,0.4,0.9,0.0,GAME PUZZLE,336745,70234,45347,23697,49983,False
71,Dig This!,515194,50.0 M,4.35,0.6,1.5,0.0,GAME PUZZLE,363484,69997,23906,14312,43493,False
72,Gummy Drop! Match to restore and build cities,509704,10.0 M,4.27,0.2,0.4,0.0,GAME PUZZLE,336981,78715,33974,15571,44461,False
73,Charm King,508599,10.0 M,4.42,131.6,0.2,0.0,GAME PUZZLE,374355,58427,26357,12694,36764,False
74,Maleficent Free Fall,502209,10.0 M,4.56,0.2,0.5,0.0,GAME PUZZLE,382395,66961,24482,7474,20894,False
75,Gemmy Lands: New Match 3 Games 2021 to Crush Gems,499878,10.0 M,4.61,0.3,0.7,0.0,GAME PUZZLE,398852,54696,20408,6689,19230,False
76,Find The Differences - The Detective,491227,50.0 M,4.05,0.0,0.0,0.0,GAME PUZZLE,324961,38052,31538,22686,73987,False
77,Brain It On! - Physics Puzzles,490669,50.0 M,4.28,0.1,0.2,0.0,GAME PUZZLE,319778,82382,31983,16976,39547,False
78,Harry Potter: Puzzles & Spells - Match-3 Magic,486566,10.0 M,4.71,7.8,21.3,0.0,GAME PUZZLE,414815,37232,13759,6267,14490,False
79,Troll Face Quest: Video Memes - Brain Game,484312,10.0 M,4.21,0.2,0.4,0.0,GAME PUZZLE,336258,44030,31086,16592,56344,False
80,Disney Emoji Blitz,482724,10.0 M,4.3,0.8,1.5,0.0,GAME PUZZLE,319307,77522,33484,16154,36254,False
81,Nonogram.com - Picture cross number puzzle,479457,10.0 M,4.51,4.2,11.2,0.0,GAME PUZZLE,330120,99019,28006,7686,14624,False
82,Cut the Rope: Magic,469334,10.0 M,4.48,0.1,0.3,0.0,GAME PUZZLE,346659,60539,26549,9983,25602,False
83,Energy: Anti Stress Loops,468070,10.0 M,4.73,2.5,6.6,0.0,GAME PUZZLE,387141,56288,12483,4256,7899,False
84,1010! Block Puzzle Game,465965,10.0 M,4.41,0.1,0.3,0.0,GAME PUZZLE,331318,64154,29703,11363,29423,False
85,Sudoku,459534,10.0 M,4.73,0.3,0.7,0.0,GAME PUZZLE,374402,63693,10018,3419,7999,False
86,That Level Again,459274,10.0 M,4.66,0.4,1.2,0.0,GAME PUZZLE,378921,42669,15079,6025,16578,False
87,Crazy Kitchen: Match 3 Puzzles,459073,10.0 M,4.78,0.0,0.0,0.0,GAME PUZZLE,398876,37883,11929,3112,7271,False
88,Wood Block Puzzle - Free Classic Block Puzzle Game,458999,10.0 M,4.52,7.8,17.8,0.0,GAME PUZZLE,310590,99765,33641,5106,9895,False
89,Train Taxi,458789,50.0 M,4.14,0.7,1.5,0.0,GAME PUZZLE,290753,57145,41615,22136,47137,False
